"id,""submitdate"",""lastpage"",""startlanguage"",""seed"",""startdate"",""datestamp"",""edad"",""sex"",""pais"",""tipouni"",""perfil"",""exed"",""area"",""acreedu"",""exin"",""acreinv"",""grupoinv"",""nart"",""autprin"",""njcr"",""envnohh[SQ001]"",""envnohh[SQ002]"",""envnohh[SQ005]"",""envnohh[SQ003]"",""envnohh[SQ004]"",""pubnohh"",""mot[SQ001]"",""mot[SQ002]"",""mot[SQ003]"",""mot[SQ004]"",""mot[SQ005]"",""mot[SQ006]"",""mot[SQ007]"",""mot[SQ008]"",""mot[SQ009]"",""mot[SQ010]"",""priorpub"",""util"",""pract[SQ001]"",""pract[SQ002]"",""pract[SQ003]"",""pract[SQ004]"",""pract[SQ005]"",""pract[SQ006]"",""pract[SQ007]"",""pract[SQ008]"",""pract[SQ009]"",""pract[SQ010]"",""pract[SQ011]"",""pract[SQ012]"",""pract[SQ013]"",""pract[SQ014]"",""pract[SQ015]"",""pract[SQ016]"",""pract[SQ017]"",""pract[SQ018]"",""pract[SQ019]"",""pract[SQ020]"",""pract[SQ021]"",""pract[SQ022]"",""pract[SQ023]"",""pract[SQ024]"",""pract[SQ025]"",""pract[SQ026]"",""pract[SQ027]"",""pract[SQ028]"",""malaspr[SQ001]"",""malaspr[SQ002]"",""malaspr[SQ003]"",""malaspr[SQ004]"",""malaspr[SQ005]"",""malaspr[SQ006]"",""malaspr[SQ007]"",""malaspr[SQ008]"",""malaspr[SQ009]"",""malaspr[SQ010]"",""malaspr[SQ011]"",""malaspr[SQ012]"",""malaspr[SQ013]"",""malaspr[SQ014]"",""malaspr[SQ015]"",""malaspr[SQ016]"",""malaspr[SQ017]"",""malaspr[SQ018]"",""malaspr[SQ019]"",""malaspr[SQ020]"",""malaspr[SQ021]"",""malaspr[SQ022]"",""malaspr[SQ023]"",""malaspr[SQ024]"",""malaspr[SQ025]"",""malaspr[SQ026]"",""malaspr[SQ027]"",""malaspr[SQ028]"",""otro"",""interviewtime"",""groupTime6820"",""edadTime"",""sexTime"",""paisTime"",""tipouniTime"",""perfilTime"",""exedTime"",""areaTime"",""acreeduTime"",""exinTime"",""acreinvTime"",""grupoinvTime"",""nartTime"",""autprinTime"",""njcrTime"",""groupTime7823"",""envnohhTime"",""pubnohhTime"",""motTime"",""priorpubTime"",""utilTime"",""practTime"",""malasprTime"",""otroTime""";
"499,""2022-02-09 16:22:20"",""22"",""es"",""1281577792"",""2022-02-09 16:11:59"",""2022-02-09 16:22:20"",""38"",""1"",""A39"",""A1"",""A3"",""11"",""A2"",""1"",""8"",""1"",""1"",""14"",""14"",""0"",""2"",""2"",""1"",""2"",""2"",""A3"",""2"",""1"",""2"",""2"",""2"",""1"",""1"",""1"",""2"",""1"",""A2"",""A1"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""2"",""1"",""1"",""1"",""2"",""2"",""1"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""1"",""1"",""Algunos ítems no aplican directamente a aquellos que hacemos inves. mayormente cualitativa."",""633.03"","""",""13.5"",""5.39"",""12.97"",""7.72"",""13.25"",""10.87"",""24.7"",""7.26"",""15.85"",""29.01"",""5.21"",""7.35"",""6.41"",""66.64"","""",""22.44"",""15.91"",""24.9"",""17.01"",""10.81"",""128.36"",""153.93"",""33.54""";
"500,""2022-02-09 16:23:20"",""22"",""es"",""430610814"",""2022-02-09 16:12:40"",""2022-02-09 16:23:20"",""57"",""0"",""A42"",""A1"",""A3"",""31"",""A20"",""1"",""25"",""1"",""1"",""60"",""20"",""50"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""2"",""1"",""1"",""2"",""1"",""1"",""2"",""2"",""2"",""A3"",""A1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""1"",""1"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""1"",""1"",""2"",""1"",""2"",""1"",""1"",""2"",""2"",""1"","""",""650.38"","""",""7.29"",""6.37"",""9.41"",""6.76"",""17.35"",""10.02"",""42.32"",""14.26"",""12.41"",""6.95"",""18.79"",""13.79"",""13.6"",""14.79"","""",""14.89"",""11.3"",""38.48"",""44.86"",""14.82"",""131.61"",""99.99"",""100.32""";
"501,""2022-02-09 16:31:34"",""22"",""es"",""885166866"",""2022-02-09 16:14:52"",""2022-02-09 16:31:34"",""42"",""1"",""A39"",""A2"",""A3"",""9"",""A25"",""1"",""13"",""1"",""1"",""26"",""8"",""24"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""2"",""2"",""1"",""2"",""1"",""2"",""1"",""1"",""1"",""A3"",""A2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"","""",""1012.45"","""",""7.43"",""5.42"",""9.9"",""5.99"",""12.72"",""21.32"",""12.26"",""20.22"",""12.67"",""5.92"",""5.1"",""45.66"",""35.77"",""31.15"","""",""15.24"",""8.79"",""67.84"",""44.28"",""9.22"",""349.22"",""199.64"",""86.69""";
"502,""2022-02-09 16:25:59"",""22"",""es"",""1238130592"",""2022-02-09 16:15:28"",""2022-02-09 16:25:59"",""42"",""0"",""A73"",""A2"",""A3"",""15"",""A24"",""2"",""10"",""2"",""1"",""13"",""4"",""13"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""1"",""1"",""1"",""2"",""1"",""1"",""1"",""2"",""1"",""A1"",""A1"",""2"",""1"",""2"",""2"",""1"",""2"",""1"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"","""",""386.96"","""",""5.6"",""3.76"",""15.61"",""4.49"",""4.86"",""5.16"",""4.84"",""14.45"",""4.89"",""14.33"",""10.33"",""36.26"",""49.23"",""11.04"","""",""18.87"",""18.41"",""49.99"",""20.28"",""24.58"",""55.51"",""4.36"",""10.11""";
"503,""2022-02-09 16:34:30"",""22"",""es"",""1345559779"",""2022-02-09 16:16:41"",""2022-02-09 16:34:30"",""33"",""1"",""A79"",""A1"",""A1"",""6"",""A10"",""1"",""5"",""1"",""2"",""26"",""18"",""4"",""1"",""2"",""2"",""2"",""2"",""A3"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""2"",""1"",""1"",""A3"",""A2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""1"",""1"",""1"",""2"",""1"",""2"",""1"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""1"",""2"",""2"",""1"",""En algunos países de bajos ingresos como es el caso de Honduras la mayoría de investigadores/as no contamos con ningún tipo de financiamiento y reconocimiento de nuestra labor, es más en la universidad donde laboro me denominan investigador independiente cuando la producción científica que aporto suma a los indicadores de la institución . Sería interesante que pudieran analizar algunos aspectos relacionados con las motivaciones de aquellos investigadores en naciones sin apoyo económico para dicha actividad o donde esta labor se ve precarizada."",""1079.6"","""",""14.99"",""7.29"",""9.52"",""8.09"",""8.9"",""36.44"",""35"",""9.83"",""12.87"",""11.96"",""8.97"",""210.36"",""39.45"",""25.91"","""",""50.11"",""18.58"",""30.73"",""23.12"",""7.51"",""76.42"",""87.52"",""346.03""";
"504,""2022-02-09 16:31:18"",""22"",""es"",""828343417"",""2022-02-09 16:17:11"",""2022-02-09 16:31:18"",""51"",""1"",""A45"",""A1"",""A3"",""30"",""A19"",""1"",""25"",""1"",""1"",""51"",""39"",""2"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""A1"",""A2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""1"",""1"",""1"",""1"",""En algunos aspectos anteriores, hubiera preferido una escala cualitativa ordinal y no la dicotomía nominal Sí/No, así como la oportunidad de emitir algún tipo de comentario. Por ejemplo, adquirir una BBDD es muy importante para un estudio cienciométrico, solo que debería consignarse en los créditos."",""856.65"","""",""8.76"",""5.09"",""10.04"",""4.12"",""10.24"",""9.32"",""39.02"",""9.81"",""12.62"",""7.63"",""6.76"",""55.22"",""20"",""28.93"","""",""16.81"",""15.04"",""27.59"",""23.6"",""11.53"",""178.39"",""249.94"",""106.19""";
"506,""2022-02-09 16:35:47"",""22"",""es"",""1336473004"",""2022-02-09 16:17:14"",""2022-02-09 16:35:47"",""50"",""1"",""A117"",""A1"",""A3"",""17"",""A4"",""1"",""23"",""1"",""1"",""63"",""18"",""50"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""1"",""1"",""2"",""2"",""1"",""2"",""1"",""2"",""1"",""A1"",""A2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""1"",""1"",""1"",""2"",""2"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"","""",""1122.54"","""",""11.65"",""7.65"",""9.57"",""7.41"",""10.38"",""30.1"",""16.45"",""9.82"",""54.65"",""6.75"",""7.16"",""52.55"",""237.64"",""240.53"","""",""28.19"",""10.34"",""60.27"",""21.19"",""9.05"",""172.29"",""107.62"",""11.28""";
"507,""2022-02-09 16:28:02"",""22"",""es"",""964227514"",""2022-02-09 16:18:21"",""2022-02-09 16:28:02"",""58"",""1"",""A36"",""A1"",""A3"",""35"",""A5"",""2"",""26"",""2"",""1"",""70"",""20"",""70"",""2"",""2"",""1"",""2"",""2"",""A3"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""A1"",""A2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"","""",""585.75"","""",""11.17"",""6.85"",""13.32"",""8.22"",""13.9"",""33.75"",""11.69"",""10.67"",""74.97"",""12.31"",""7.78"",""14.66"",""17.64"",""22.1"","""",""47.44"",""16.28"",""48.41"",""20.14"",""13.03"",""97.98"",""68.83"",""14.61""";
"508,""2022-02-09 16:29:21"",""22"",""es"",""468360932"",""2022-02-09 16:18:29"",""2022-02-09 16:29:21"",""51"",""1"",""A57"",""A2"",""A2"",""4"",""A25"",""2"",""24"",""2"",""1"",""52"",""12"",""52"",""1"",""2"",""2"",""2"",""2"",""A1"",""1"",""2"",""2"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""A2"",""A1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"","""",""662.05"","""",""10.65"",""7.31"",""8.93"",""14.73"",""8.47"",""20.23"",""18.71"",""8"",""36.25"",""6.32"",""5.37"",""49.5"",""105.44"",""16.74"","""",""27.8"",""28.27"",""45.8"",""28.36"",""9.41"",""132.39"",""66.16"",""7.21""";
"509,""2022-02-09 16:25:40"",""22"",""es"",""1374842069"",""2022-02-09 16:18:40"",""2022-02-09 16:25:40"",""31"",""1"",""A117"",""A1"",""A3"",""4"",""A12"",""2"",""7"",""2"",""1"",""3"",""1"",""3"",""1"",""2"",""2"",""2"",""1"",""A1"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""1"",""A3"",""A1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"","""",""430.49"","""",""7.5"",""7.98"",""6.97"",""8.52"",""9.36"",""10.19"",""8.29"",""9.31"",""7.4"",""6.76"",""8.59"",""7.81"",""8.16"",""7.13"","""",""25.12"",""10.25"",""27.93"",""13.12"",""10.81"",""95.86"",""128.75"",""4.68""";
"510,""2022-02-09 16:59:58"",""22"",""es"",""1696403777"",""2022-02-09 16:21:26"",""2022-02-09 16:59:58"",""37"",""1"",""A50"",""A2"",""A3"",""10"",""A12"",""1"",""14"",""1"",""1"",""24"",""20"",""17"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""A3"",""A2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""2"",""2"",""1"","""",""2321.55"","""",""14.24"",""4.13"",""20.26"",""11.99"",""20"",""27.49"",""28.66"",""16.54"",""39.7"",""7.99"",""12.27"",""11.58"",""34.86"",""35.33"","""",""35.84"",""18.58"",""53.78"",""73.22"",""17.28"",""1711.91"",""114.61"",""11.29""";
"511,""2022-02-09 16:31:44"",""22"",""es"",""741574877"",""2022-02-09 16:23:41"",""2022-02-09 16:31:44"",""36"",""1"",""A42"",""A1"",""A2"",""15"",""A3"",""2"",""8"",""2"",""1"",""25"",""21"",""18"",""1"",""2"",""2"",""2"",""1"",""A1"",""1"",""1"",""1"",""1"",""2"",""1"",""1"",""1"",""2"",""1"",""A1"",""A1"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""1"",""2"",""1"",""2"",""2"",""1"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""1"",""1"",""1"",""1"",""2"",""1"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""1"",""1"",""2"",""2"",""1"",""2"",""1"",""1"",""1"",""1"",""2"",""2"",""1"",""ninguno"",""494.86"","""",""6.82"",""7.35"",""7.97"",""5.7"",""8.59"",""7.76"",""9.52"",""8.9"",""7.19"",""7.32"",""4.14"",""9.04"",""11.65"",""11.51"","""",""18.46"",""8.65"",""24.63"",""18.43"",""59.03"",""132.98"",""111.23"",""7.99""";
"512,""2022-02-09 16:31:41"",""22"",""es"",""1483485337"",""2022-02-09 16:24:15"",""2022-02-09 16:31:41"",""43"",""1"",""A42"",""A2"",""A3"",""10"",""A5"",""1"",""10"",""2"",""1"",""23"",""14"",""20"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""2"",""2"",""1"",""2"",""1"",""1"",""1"",""2"",""1"",""A1"",""A1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"","""",""456.64"","""",""7.78"",""4.26"",""10.75"",""6.11"",""12.27"",""10.6"",""24.27"",""6.88"",""7.48"",""7.51"",""5.1"",""62.13"",""41.57"",""10.11"","""",""12.65"",""8.59"",""29.64"",""12.5"",""8.84"",""105.66"",""54.59"",""7.35""";
"513,""2022-02-09 16:34:07"",""22"",""es"",""1759753356"",""2022-02-09 16:24:41"",""2022-02-09 16:34:07"",""55"",""1"",""A117"",""A2"",""A3"",""25"","""",""2"",""15"",""1"",""1"",""30"",""8"",""26"",""2"",""1"",""2"",""2"",""2"",""A2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""2"",""1"",""A2"",""A2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""Es un estudio ineteresante. me dara gusto leer la publicación de los resultados."",""575.81"","""",""10.46"",""4.44"",""11.6"",""7.52"",""12.27"",""7.2"",""4.94"",""9.32"",""13.46"",""10.81"",""6.17"",""9.02"",""11.58"",""11.22"","""",""12.01"",""14.47"",""26.66"",""20.45"",""11.34"",""158.65"",""141.91"",""60.31""";
"514,""2022-02-09 16:35:31"",""22"",""es"",""999903678"",""2022-02-09 16:25:11"",""2022-02-09 16:35:31"",""39"",""1"",""A24"",""A2"",""A3"",""20"",""A25"",""2"",""20"",""1"",""1"",""5"",""5"",""2"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""A2"",""A1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""2"",""1"",""1"","""",""631.5"","""",""12.37"",""6.63"",""11.29"",""7.48"",""12.68"",""8.85"",""19.08"",""11.87"",""14.8"",""10.54"",""15.29"",""7.47"",""8.73"",""12.11"","""",""24.27"",""12.32"",""52.64"",""176.13"",""38.67"",""100.15"",""55.87"",""12.26""";
"515,""2022-02-09 16:35:41"",""22"",""es"",""2073517449"",""2022-02-09 16:25:28"",""2022-02-09 16:35:41"",""35"",""1"",""A42"",""A1"",""A3"",""8"",""A8"",""2"",""14"",""2"",""1"",""70"",""38"",""45"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""2"",""2"",""1"",""A3"",""A1"",""2"",""1"",""2"",""1"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""1"",""1"",""1"",""2"",""1"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""2"",""1"",""1"",""2"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"","""",""623.44"","""",""6.53"",""3.78"",""11.49"",""4.67"",""5.92"",""10.94"",""11.82"",""7.81"",""12.37"",""5.1"",""7.24"",""8.32"",""80.18"",""47.09"","""",""30.47"",""10.02"",""22.56"",""28.5"",""14.71"",""172.37"",""112.12"",""9.43""";
"516,""2022-02-09 16:54:31"",""22"",""es"",""586777158"",""2022-02-09 16:30:06"",""2022-02-09 16:54:31"",""55"",""0"",""A39"",""A2"",""A3"",""24"",""A20"",""1"",""15"",""1"",""1"",""18"",""5"",""18"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""A3"",""A2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""1"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"","""",""1476.12"","""",""12.66"",""10.74"",""13.91"",""13.02"",""12.71"",""31.53"",""16.8"",""11.27"",""76.16"",""8.64"",""9.33"",""26.93"",""25.64"",""168.28"","""",""27.72"",""16.17"",""318.67"",""52.42"",""22.38"",""298.2"",""288.26"",""14.68""";
"517,""2022-02-09 16:39:07"",""22"",""es"",""341027619"",""2022-02-09 16:32:02"",""2022-02-09 16:39:07"",""45"",""1"",""A117"",""A1"",""A3"",""7"",""A17"",""1"",""10"",""1"",""2"",""27"",""10"",""27"",""2"",""1"",""2"",""2"",""2"",""A2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""A1"",""A2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"","""",""436.38"","""",""10.08"",""4.32"",""12.65"",""5.25"",""8.82"",""11.51"",""19.76"",""9.63"",""9.8"",""14.34"",""6.54"",""10.59"",""10.5"",""8.54"","""",""16.48"",""16.56"",""16.67"",""19.53"",""11.9"",""141.29"",""64.15"",""7.47""";
"518,""2022-02-09 16:47:23"",""22"",""es"",""973259232"",""2022-02-09 16:34:12"",""2022-02-09 16:47:23"",""47"",""1"",""A117"",""A2"",""A3"",""14"",""A18"",""1"",""16"",""1"",""1"",""33"",""11"",""25"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""1"",""A3"",""A2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""Interesante estudio. Agradezco la oportunidad de participar. ";
",801.8"","""",""10.76"",""6.15"",""12.63"",""7"",""12.4"",""16.08"",""18.83"",""8.94"",""15.18"",""4.16"",""5.2"",""7.9"",""173.39"",""25.83"","""",""25.56"",""8.94"",""41.78"",""31.81"",""8.77"",""163.99"",""125.09"",""71.41""";
"519,""2022-02-09 16:44:54"",""22"",""es"",""1505228933"",""2022-02-09 16:34:21"",""2022-02-09 16:44:54"",""47"",""1"",""A39"",""A1"",""A3"",""18"",""A2"",""1"",""4"",""1"",""1"",""3"",""3"",""2"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""2"",""1"",""1"",""A1"",""A2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""1"",""2"",""1"",""1"",""1"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""2"",""2"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""1"",""1"",""1"",""1"",""Muchas gracias por hacerme participe en esta encuesta. Muy interesante"",""642.79"","""",""13.33"",""10.11"",""12.04"",""6.24"",""10.92"",""14.69"",""29.04"",""10.23"",""17.85"",""8.56"",""4.76"",""9.09"",""13.18"",""20.6"","""",""19.54"",""11.37"",""49.64"",""28.68"",""24.58"",""172.96"",""128.05"",""27.33""";
"521,""2022-02-09 16:47:41"",""22"",""es"",""1437724640"",""2022-02-09 16:35:57"",""2022-02-09 16:47:41"",""38"",""1"",""A50"",""A1"",""A3"",""15"",""A16"",""1"",""11"",""1"",""1"",""55"",""21"",""26"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""1"",""A2"",""A2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""Las preguntas en la encuesta nos permiten auto-evaluarnos. Gracias por invitarme a participar."",""715.01"","""",""9.45"",""4.43"",""7.27"",""4.3"",""12.75"",""20.78"",""8.79"",""8.58"",""13.16"",""7.69"",""7.13"",""28.64"",""81.09"",""71.75"","""",""19.93"",""12.38"",""36.22"",""42.2"",""14.96"",""129.43"",""104.23"",""69.85""";
